vehicle_id,area,latitude,longitude,timestamp
VH003,Kukatpally,17.499827,78.40044,2026-07-04
VH003,Kukatpally,17.504245,78.406129,2026-05-24
VH003,Kukatpally,17.501746,78.399035,2024-04-26
VH001,Kukatpally,17.506117,78.401863,2024-07-29
VH001,Kukatpally,17.50798,78.405137,2024-04-20
VH002,Kukatpally,17.502221,78.404695,2024-06-03
VH001,Kukatpally,17.503179,78.399738,2026-05-22
VH001,Kukatpally,17.504958,78.399303,2026-01-22
VH001,Kukatpally,17.500045,78.399598,2024-03-08
VH003,Kukatpally,17.504249,78.398454,2024-08-26
VH003,Kukatpally,17.500357,78.406579,2026-01-17
VH002,Kukatpally,17.505642,78.403472,2025-06-19
VH002,Kukatpally,17.50654,78.40308,2025-07-21
VH004,Kukatpally,17.506573,78.399012,2024-06-11
VH003,Kukatpally,17.500504,78.406885,2024-11-10
VH002,Kukatpally,17.501435,78.40514,2025-03-25
VH004,Kukatpally,17.506401,78.404726,2024-07-12
VH001,Kukatpally,17.500465,78.398892,2025-09-24
VH004,Kukatpally,17.506571,78.399664,2024-02-23
VH001,Kukatpally,17.501217,78.4044,2026-02-06
VH004,Kukatpally,17.498392,78.399218,2025-04-16
VH004,Kukatpally,17.501738,78.404678,2024-10-04
VH002,Kukatpally,17.500367,78.405806,2025-09-04
VH001,Kukatpally,17.50308,78.39909,2026-06-14
VH002,Kukatpally,17.498896,78.401227,2026-03-08
VH004,Kukatpally,17.50561,78.406241,2024-12-06
VH004,Kukatpally,17.500477,78.402354,2024-03-09
VH003,Kukatpally,17.500082,78.408223,2025-10-27
VH001,Kukatpally,17.50715,78.403672,2025-05-09
VH002,Kukatpally,17.506342,78.408086,2024-06-08
VH002,Kukatpally,17.505406,78.398715,2026-04-06
VH001,Kukatpally,17.500015,78.399364,2024-11-16
VH002,Kukatpally,17.497984,78.404876,2026-02-21
VH004,Kukatpally,17.499244,78.405993,2024-09-18
VH003,Kukatpally,17.507208,78.404949,2024-11-08
VH004,Kukatpally,17.502982,78.407351,2026-11-09
VH001,Kukatpally,17.501271,78.400789,2024-07-10
VH002,Kukatpally,17.50297,78.406234,2025-12-04
VH001,Kukatpally,17.505107,78.403457,2025-10-10
VH002,Kukatpally,17.498941,78.39991,2026-12-11
VH003,Kukatpally,17.500051,78.406705,2024-01-01
VH002,Kukatpally,17.506556,78.403602,2025-10-18
VH001,Kukatpally,17.504896,78.399176,2024-10-15
VH004,Kukatpally,17.503405,78.401574,2024-08-24
VH001,Kukatpally,17.500944,78.402532,2026-05-24
VH003,Kukatpally,17.498656,78.403014,2026-03-13
VH003,Kukatpally,17.504434,78.407455,2025-03-25
VH003,Kukatpally,17.50614,78.407908,2026-06-24
VH003,Kukatpally,17.501032,78.408388,2026-04-20
VH001,Kukatpally,17.507452,78.399825,2026-08-07
VH004,Kukatpally,17.498646,78.400256,2024-04-21
VH004,Kukatpally,17.505344,78.408093,2026-04-15
VH001,Kukatpally,17.499994,78.402647,2026-11-17
VH004,Kukatpally,17.498518,78.399855,2026-02-17
VH002,Kukatpally,17.500319,78.405265,2025-10-01
VH004,Kukatpally,17.50712,78.405537,2026-11-22
VH004,Kukatpally,17.505151,78.405206,2024-02-16
VH003,Kukatpally,17.504415,78.403337,2026-12-21
VH004,Kukatpally,17.505083,78.399786,2024-11-30
VH003,Kukatpally,17.507372,78.404717,2025-08-23
VH003,Kukatpally,17.502217,78.404177,2026-08-18
VH001,Kukatpally,17.498523,78.405931,2024-06-03
VH004,Kukatpally,17.497433,78.404867,2025-08-26
VH001,Kukatpally,17.492637,78.397608,2024-03-09
VH004,Kukatpally,17.492609,78.402463,2024-08-23
VH001,Kukatpally,17.497477,78.402525,2025-09-26
VH002,Kukatpally,17.489391,78.396874,2025-08-29
VH001,Kukatpally,17.491753,78.405029,2025-04-17
VH002,Kukatpally,17.494122,78.404133,2025-11-27
VH002,Kukatpally,17.489702,78.402686,2025-03-10
VH004,Kukatpally,17.497112,78.405132,2025-12-01
VH001,Kukatpally,17.491743,78.404652,2024-01-11
VH003,Kukatpally,17.490055,78.396556,2026-05-21
VH001,Kukatpally,17.49701,78.402464,2024-03-11
VH001,Kukatpally,17.497478,78.401658,2026-03-12
VH004,Kukatpally,17.495937,78.400307,2026-02-02
VH004,Kukatpally,17.493787,78.40312,2026-08-27
VH004,Kukatpally,17.497141,78.403126,2025-08-26
VH001,Kukatpally,17.495798,78.403463,2026-12-30
VH002,Kukatpally,17.489702,78.40476,2024-03-13
VH002,Kukatpally,17.491519,78.40219,2025-03-09
VH001,Kukatpally,17.491614,78.404063,2024-01-02
VH002,Kukatpally,17.492747,78.396378,2025-10-19
VH004,Kukatpally,17.498606,78.397956,2024-10-29
VH003,Kukatpally,17.498495,78.402748,2026-07-24
VH003,Kukatpally,17.493476,78.400425,2024-04-26
VH004,Kukatpally,17.489724,78.404441,2026-07-03
VH001,Kukatpally,17.49021,78.403189,2024-01-10
VH002,Kukatpally,17.498599,78.398163,2026-06-21
VH001,Kukatpally,17.491421,78.399957,2026-08-26
VH001,Kukatpally,17.489947,78.400586,2026-11-04
VH003,Kukatpally,17.494582,78.405874,2024-01-16
VH004,Kukatpally,17.490618,78.39922,2026-03-15
VH001,Kukatpally,17.490746,78.403874,2024-12-29
VH004,Kukatpally,17.492392,78.396931,2026-08-04
VH004,Kukatpally,17.495511,78.405409,2026-08-24
VH002,Kukatpally,17.49244,78.405466,2025-09-17
VH002,Kukatpally,17.495456,78.402891,2025-04-08
VH004,Kukatpally,17.49789,78.404773,2024-08-14
VH002,Kukatpally,17.488987,78.39834,2024-04-08
VH004,Kukatpally,17.498457,78.401548,2025-06-20
VH003,Kukatpally,17.497869,78.402353,2025-10-14
VH004,Kukatpally,17.496917,78.403254,2026-08-26
VH003,Kukatpally,17.497163,78.398123,2024-10-31
VH003,Kukatpally,17.494749,78.398714,2024-12-17
VH002,Kukatpally,17.494205,78.405192,2024-11-12
VH002,Kukatpally,17.497957,78.399739,2024-06-14
VH002,Kukatpally,17.491019,78.404897,2024-01-15
VH004,Kukatpally,17.498014,78.404319,2025-12-08
VH003,Kukatpally,17.491494,78.40339,2026-08-13
VH003,Kukatpally,17.498139,78.396987,2025-05-21
VH004,Kukatpally,17.495518,78.397815,2024-05-07
VH001,Kukatpally,17.497119,78.401154,2026-07-26
VH002,Kukatpally,17.490877,78.405461,2026-07-02
VH001,Kukatpally,17.497852,78.396954,2025-10-14
VH002,Kukatpally,17.497412,78.405748,2024-03-09
VH001,Kukatpally,17.493469,78.401279,2026-04-16
VH004,Kukatpally,17.496668,78.400989,2024-01-15
VH002,Kukatpally,17.496528,78.402111,2025-06-06
VH002,Kukatpally,17.496057,78.404178,2024-04-05
VH004,Kukatpally,17.491991,78.40552,2026-11-15
VH002,Kukatpally,17.49694,78.403077,2025-12-21
VH002,Kukatpally,17.491345,78.399572,2025-03-26
VH003,Kukatpally,17.494995,78.4002,2025-05-23
VH001,Kukatpally,17.489839,78.396587,2025-10-16
VH004,Kukatpally,17.495238,78.396823,2026-08-11
VH002,Kukatpally,17.493507,78.398245,2026-12-02
VH003,Kukatpally,17.48972,78.400793,2024-02-15
VH002,Kukatpally,17.497203,78.397402,2026-05-30
VH003,Kukatpally,17.489904,78.403546,2026-12-07
VH004,Kukatpally,17.492847,78.401866,2024-08-16
VH003,Kukatpally,17.490226,78.403781,2024-12-30
VH004,Kukatpally,17.489781,78.40043,2025-07-12
VH001,Kukatpally,17.49253,78.404317,2024-11-15
VH004,Kukatpally,17.489349,78.403036,2025-07-17
VH001,Kukatpally,17.49555,78.403212,2026-09-02
VH003,Kukatpally,17.495896,78.399728,2026-12-13
VH004,Kukatpally,17.491214,78.397957,2024-01-08
VH002,Kukatpally,17.492042,78.399383,2024-05-26
VH004,Kukatpally,17.495242,78.401438,2026-01-30
VH001,Kukatpally,17.49824,78.402491,2025-06-20
VH001,Kukatpally,17.494925,78.397925,2025-12-12
VH001,Kukatpally,17.498087,78.397192,2026-08-28
VH002,Kukatpally,17.489133,78.396497,2024-01-27
VH001,Kukatpally,17.49343,78.401539,2024-06-04
VH004,Kukatpally,17.490668,78.403476,2025-01-02
VH004,Kukatpally,17.489469,78.404678,2026-06-29
VH002,Kukatpally,17.496657,78.402749,2026-09-17
VH004,Kukatpally,17.497701,78.400194,2025-12-28
VH002,Kukatpally,17.489739,78.396471,2024-10-29
VH002,Kukatpally,17.492429,78.400315,2025-09-19
VH001,Kukatpally,17.491976,78.400787,2024-03-18
VH003,Kukatpally,17.491082,78.396465,2025-09-30
VH001,Kukatpally,17.490665,78.403934,2025-11-26
VH002,Kukatpally,17.494872,78.40139,2024-11-16
VH003,Kukatpally,17.497711,78.399916,2026-03-09
VH001,Kukatpally,17.490032,78.398632,2026-02-06
VH004,Kukatpally,17.492803,78.401079,2025-04-04
VH003,Kukatpally,17.490367,78.397646,2026-09-15
VH003,Kukatpally,17.493488,78.404733,2024-05-12
VH004,Kukatpally,17.494978,78.403274,2024-08-09
VH004,Kukatpally,17.504338,78.395362,2024-05-26
VH003,Kukatpally,17.502839,78.39756,2024-01-05
VH004,Kukatpally,17.49874,78.396598,2025-07-11
VH002,Kukatpally,17.505709,78.397254,2025-12-24
VH001,Kukatpally,17.501344,78.398595,2026-05-27
VH004,Kukatpally,17.501437,78.398669,2026-04-25
VH001,Kukatpally,17.500959,78.398909,2024-06-09
VH003,Kukatpally,17.507926,78.397636,2024-10-15
VH004,Kukatpally,17.503334,78.399338,2024-01-13
VH004,Kukatpally,17.501696,78.395927,2026-06-11
VH003,Kukatpally,17.505501,78.393677,2026-03-20
VH002,Kukatpally,17.503648,78.396904,2026-11-29
VH003,Kukatpally,17.505408,78.389974,2025-07-25
VH004,Kukatpally,17.506723,78.391878,2026-11-12
VH004,Kukatpally,17.498845,78.399333,2025-01-02
VH002,Kukatpally,17.506585,78.390356,2026-05-27
VH004,Kukatpally,17.508056,78.393153,2025-10-26
VH003,Kukatpally,17.507879,78.393472,2024-05-13
VH003,Kukatpally,17.502799,78.39236,2024-04-12
VH004,Kukatpally,17.508232,78.396535,2026-07-14
VH003,Kukatpally,17.500774,78.393947,2026-08-07
VH001,Kukatpally,17.505814,78.399268,2026-01-01
VH004,Kukatpally,17.503102,78.392133,2026-02-14
VH001,Kukatpally,17.501475,78.394959,2025-12-04
VH001,Kukatpally,17.507519,78.3961,2025-01-07
VH004,Kukatpally,17.49991,78.395935,2024-06-20
VH004,Kukatpally,17.508454,78.393918,2025-01-21
VH001,Kukatpally,17.501873,78.389552,2025-03-15
VH001,Kukatpally,17.505499,78.398118,2024-01-18
VH003,Kukatpally,17.499499,78.392091,2025-06-23
VH002,Kukatpally,17.505463,78.392633,2024-09-12
VH003,Kukatpally,17.505198,78.395882,2024-07-13
VH003,Kukatpally,17.501599,78.390005,2025-04-01
VH003,Kukatpally,17.501209,78.39197,2024-04-21
VH001,Kukatpally,17.506627,78.395089,2026-04-14
VH003,Kukatpally,17.503668,78.396114,2026-08-31
VH001,Kukatpally,17.508312,78.397013,2024-12-17
VH001,Kukatpally,17.507242,78.398673,2025-05-12
VH002,Kukatpally,17.504325,78.392882,2024-02-17
VH003,Kukatpally,17.506437,78.392174,2024-06-01
VH002,Kukatpally,17.505406,78.397318,2025-01-22
VH004,Kukatpally,17.505191,78.393422,2024-11-19
VH003,Kukatpally,17.499523,78.390329,2026-10-06
VH001,Kukatpally,17.507021,78.396546,2024-01-24
VH003,Kukatpally,17.501535,78.399242,2024-07-22
VH001,Kukatpally,17.501181,78.396914,2026-04-20
VH004,Kukatpally,17.504138,78.391631,2024-02-11
VH004,Kukatpally,17.502428,78.394869,2024-10-22
VH001,Kukatpally,17.502457,78.39077,2025-07-07
VH004,Kukatpally,17.506712,78.398208,2026-08-04
VH004,Kukatpally,17.503865,78.398409,2026-06-14
VH003,Kukatpally,17.499172,78.394938,2025-02-13
VH003,Kukatpally,17.505468,78.399024,2024-08-05
VH002,Kukatpally,17.499625,78.397564,2024-09-10
VH002,Kukatpally,17.501713,78.394307,2025-07-17
VH001,Kukatpally,17.504067,78.394478,2024-10-26
VH003,Kukatpally,17.502749,78.392344,2024-06-18
VH002,Kukatpally,17.508474,78.389441,2024-02-12
VH001,Kukatpally,17.501534,78.39721,2025-03-04
VH004,Kukatpally,17.501346,78.391323,2025-06-27
VH001,Kukatpally,17.504667,78.393179,2025-04-18
VH003,Kukatpally,17.503192,78.399346,2026-10-26
VH001,Kukatpally,17.500132,78.395868,2024-04-25
VH003,Kukatpally,17.50368,78.394535,2024-02-20
VH004,Kukatpally,17.506128,78.394745,2024-04-04
VH003,Kukatpally,17.507872,78.39895,2025-04-17
VH004,Kukatpally,17.503638,78.391213,2025-08-23
VH001,Kukatpally,17.501009,78.395114,2026-06-27
VH004,Kukatpally,17.498833,78.399041,2024-07-14
VH001,Kukatpally,17.503112,78.390103,2024-07-29
VH001,Kukatpally,17.499364,78.399128,2024-08-27
VH002,Kukatpally,17.499526,78.399009,2025-09-01
VH003,Kukatpally,17.508134,78.391606,2026-06-04
VH003,Kukatpally,17.503856,78.391246,2026-03-31
VH004,Kukatpally,17.499822,78.396886,2024-12-17
VH001,Kukatpally,17.500816,78.394107,2025-06-19
VH003,Kukatpally,17.4987,78.395839,2024-05-10
VH002,Kukatpally,17.508304,78.389948,2026-12-05
VH003,Kukatpally,17.505769,78.392713,2025-04-18
VH002,Kukatpally,17.501319,78.397996,2026-03-16
VH003,Kukatpally,17.499162,78.393653,2026-07-13
VH004,Kukatpally,17.504894,78.396522,2025-07-15
VH003,Kukatpally,17.502046,78.394836,2026-01-18
VH003,Kukatpally,17.502371,78.391837,2025-04-19
VH002,Kukatpally,17.498708,78.397903,2025-09-26
VH003,Kukatpally,17.502767,78.39156,2025-08-01
VH004,Kukatpally,17.508497,78.392386,2025-01-04
VH002,Kukatpally,17.499473,78.393014,2026-03-02
VH004,Kukatpally,17.507731,78.395764,2024-05-28
VH001,Kukatpally,17.504046,78.395345,2026-11-25
VH003,Kukatpally,17.50621,78.393987,2024-03-23
VH003,Kukatpally,17.499051,78.392458,2025-01-12
VH001,Kukatpally,17.506772,78.397298,2026-06-15
VH004,Kukatpally,17.506457,78.389658,2026-01-14
VH002,Kukatpally,17.499472,78.391612,2026-09-26
VH001,Kukatpally,17.502537,78.399194,2026-03-26
VH004,Kukatpally,17.498717,78.395731,2024-02-22
VH004,Kukatpally,17.503466,78.398749,2024-07-15
VH003,Kukatpally,17.508087,78.393775,2025-09-06
VH002,Kukatpally,17.503784,78.397606,2025-11-05
VH003,Kukatpally,17.491418,78.402644,2026-09-18
VH001,Kukatpally,17.493431,78.405614,2024-11-25
VH003,Kukatpally,17.491163,78.402832,2025-06-20
VH001,Kukatpally,17.489939,78.403084,2026-09-23
VH004,Kukatpally,17.491167,78.408115,2024-11-18
VH001,Kukatpally,17.488808,78.399401,2026-04-25
VH004,Kukatpally,17.494129,78.404166,2024-08-27
VH001,Kukatpally,17.489196,78.40308,2026-09-17
VH004,Kukatpally,17.488571,78.404417,2024-12-14
VH002,Kukatpally,17.496234,78.407422,2024-01-23
VH004,Kukatpally,17.492106,78.404382,2026-10-19
VH004,Kukatpally,17.497644,78.401025,2026-02-25
VH001,Kukatpally,17.492083,78.404894,2026-06-06
VH001,Kukatpally,17.48856,78.407343,2025-01-01
VH004,Kukatpally,17.492245,78.405277,2026-02-28
VH001,Kukatpally,17.495372,78.407406,2026-02-26
VH001,Kukatpally,17.497343,78.405749,2024-11-02
VH001,Kukatpally,17.494166,78.405034,2026-12-20
VH004,Kukatpally,17.491069,78.403141,2025-10-08
VH004,Kukatpally,17.494708,78.409236,2025-08-01
VH001,Kukatpally,17.488856,78.405338,2025-05-23
VH001,Kukatpally,17.492414,78.405049,2025-08-24
VH004,Kukatpally,17.494296,78.406279,2025-06-25
VH002,Kukatpally,17.488668,78.399924,2026-02-07
VH001,Kukatpally,17.491879,78.401716,2024-12-29
VH001,Kukatpally,17.497965,78.404794,2025-04-13
VH002,Kukatpally,17.494305,78.402435,2025-10-09
VH004,Kukatpally,17.498218,78.407479,2024-03-18
VH004,Kukatpally,17.490383,78.401059,2026-03-12
VH004,Kukatpally,17.497688,78.405055,2026-06-08
VH002,Kukatpally,17.489067,78.406762,2024-05-27
VH001,Kukatpally,17.489067,78.402931,2026-04-10
VH004,Kukatpally,17.488628,78.405065,2026-05-15
VH004,Kukatpally,17.496791,78.404245,2024-08-25
VH004,Kukatpally,17.49705,78.408477,2024-11-16
VH003,Kukatpally,17.488917,78.408097,2024-08-26
VH003,Kukatpally,17.491854,78.408422,2024-02-05
VH001,Kukatpally,17.490984,78.399984,2025-12-03
VH004,Kukatpally,17.489919,78.400828,2024-10-19
VH001,Kukatpally,17.4925,78.400843,2025-04-06
VH002,Kukatpally,17.494653,78.404989,2025-06-26
VH003,Kukatpally,17.492098,78.4059,2026-09-05
VH001,Kukatpally,17.49548,78.399542,2025-07-24
VH003,Kukatpally,17.490515,78.406371,2025-07-24
VH003,Kukatpally,17.490581,78.406963,2024-06-26
VH003,Kukatpally,17.498019,78.40148,2024-12-16
VH002,Kukatpally,17.492879,78.408521,2024-02-24
VH003,Kukatpally,17.491734,78.402181,2025-07-30
VH001,Kukatpally,17.497755,78.403338,2026-02-10
VH002,Kukatpally,17.492844,78.405428,2025-03-27
VH004,Kukatpally,17.497333,78.401937,2024-01-26
VH004,Kukatpally,17.498053,78.402536,2026-10-07
VH002,Kukatpally,17.497663,78.40539,2026-08-02
VH003,Kukatpally,17.489496,78.408726,2026-03-22
VH001,Kukatpally,17.48924,78.404365,2024-01-25
VH003,Kukatpally,17.49585,78.405523,2026-05-26
VH002,Kukatpally,17.490476,78.399595,2024-12-01
VH003,Kukatpally,17.489343,78.4056,2025-12-11
VH004,Kukatpally,17.493503,78.402577,2024-02-22
VH003,Kukatpally,17.495514,78.404228,2025-10-31
VH002,Kukatpally,17.49339,78.404845,2025-03-22
VH002,Kukatpally,17.49567,78.400159,2026-03-02
VH002,Kukatpally,17.49461,78.404911,2025-10-19
VH001,Kukatpally,17.49287,78.409007,2025-03-25
VH002,Kukatpally,17.491606,78.402512,2024-11-10
VH003,Kukatpally,17.496529,78.407228,2026-07-09
VH002,Kukatpally,17.492689,78.400813,2025-06-07
VH001,Kukatpally,17.492914,78.400208,2026-12-30
VH002,Kukatpally,17.49287,78.408398,2024-06-24
VH003,Kukatpally,17.491522,78.40276,2024-01-17
VH001,Kukatpally,17.496072,78.40386,2025-10-29
VH002,Kukatpally,17.492583,78.400361,2025-05-14
VH003,Kukatpally,17.490674,78.40573,2026-10-24
VH002,Kukatpally,17.494423,78.406324,2025-08-13
VH001,Kukatpally,17.489128,78.404228,2025-12-18
VH001,Kukatpally,17.497046,78.408423,2024-01-02
VH003,Kukatpally,17.489835,78.405084,2025-02-17
VH002,Kukatpally,17.49251,78.405268,2026-12-27
VH003,Kukatpally,17.490133,78.406801,2026-05-23
VH002,Kukatpally,17.497654,78.405766,2025-10-28
VH003,Kukatpally,17.496009,78.40861,2024-11-06
VH004,Kukatpally,17.49009,78.405509,2024-11-14
VH002,Kukatpally,17.497967,78.407379,2025-04-18
VH004,Kukatpally,17.496151,78.401969,2025-12-04
VH003,Kukatpally,17.488968,78.40716,2024-08-10
VH003,Kukatpally,17.488618,78.40189,2025-10-23
VH001,Kukatpally,17.489697,78.405304,2025-08-19
VH001,Kukatpally,17.498147,78.403275,2024-08-09
VH002,Kukatpally,17.492994,78.405418,2025-06-02
VH001,Kukatpally,17.49457,78.405116,2026-11-20
VH001,Kukatpally,17.49289,78.405164,2025-04-20
VH004,Kukatpally,17.489569,78.402903,2024-06-22
VH002,Kukatpally,17.492128,78.403569,2026-05-01
VH003,Kukatpally,17.495881,78.406477,2024-02-10
VH002,Kukatpally,17.495771,78.405876,2024-06-21
VH001,Kukatpally,17.494957,78.399889,2025-02-05
VH002,Kukatpally,17.492283,78.403029,2026-07-12
VH003,Kukatpally,17.491604,78.409199,2026-09-21
