bin_id,area,latitude,longitude,fill_level,waste_type,timestamp,alert_flag
KUK_002,Kukatpally,17.50298,78.403438,77,Mixed,2025-08-17,Medium
KUK_002,Kukatpally,17.50298,78.403438,72,Mixed,2024-06-14,Medium
KUK_002,Kukatpally,17.50298,78.403438,63,Plastic,2024-05-03,Medium
KUK_002,Kukatpally,17.50298,78.403438,72,Organic,2026-10-06,Medium
KUK_002,Kukatpally,17.50298,78.403438,15,Plastic,2026-12-19,Low
KUK_002,Kukatpally,17.50298,78.403438,40,Organic,2025-06-12,Low
KUK_002,Kukatpally,17.50298,78.403438,47,Plastic,2024-02-28,Low
KUK_002,Kukatpally,17.50298,78.403438,51,E-Waste,2025-04-06,Low
KUK_002,Kukatpally,17.50298,78.403438,91,Organic,2024-09-13,High
KUK_002,Kukatpally,17.50298,78.403438,53,E-Waste,2024-08-03,Low
KUK_002,Kukatpally,17.50298,78.403438,56,Organic,2025-01-30,Low
KUK_002,Kukatpally,17.50298,78.403438,46,Plastic,2026-02-16,Low
KUK_002,Kukatpally,17.50298,78.403438,96,Plastic,2026-07-04,High
KUK_002,Kukatpally,17.50298,78.403438,39,Mixed,2026-05-24,Low
KUK_002,Kukatpally,17.50298,78.403438,74,E-Waste,2024-04-26,Medium
KUK_002,Kukatpally,17.50298,78.403438,80,Plastic,2024-07-29,High
KUK_002,Kukatpally,17.50298,78.403438,74,Organic,2024-04-20,Medium
KUK_002,Kukatpally,17.50298,78.403438,45,Plastic,2024-06-03,Low
KUK_002,Kukatpally,17.50298,78.403438,31,E-Waste,2026-05-22,Low
KUK_002,Kukatpally,17.50298,78.403438,65,Plastic,2026-01-22,Medium
KUK_002,Kukatpally,17.50298,78.403438,12,Plastic,2024-03-08,Low
KUK_002,Kukatpally,17.50298,78.403438,59,E-Waste,2024-08-26,Low
KUK_002,Kukatpally,17.50298,78.403438,24,Organic,2026-01-17,Low
KUK_002,Kukatpally,17.50298,78.403438,43,Plastic,2025-06-19,Low
KUK_002,Kukatpally,17.50298,78.403438,47,Mixed,2025-07-21,Low
KUK_002,Kukatpally,17.50298,78.403438,51,Organic,2024-06-11,Low
KUK_002,Kukatpally,17.50298,78.403438,98,E-Waste,2024-11-10,High
KUK_002,Kukatpally,17.50298,78.403438,87,E-Waste,2025-03-25,High
KUK_002,Kukatpally,17.50298,78.403438,28,Organic,2024-07-12,Low
KUK_002,Kukatpally,17.50298,78.403438,80,Organic,2025-09-24,High
KUK_002,Kukatpally,17.50298,78.403438,74,Plastic,2024-02-23,Medium
KUK_002,Kukatpally,17.50298,78.403438,37,Plastic,2026-02-06,Low
KUK_002,Kukatpally,17.50298,78.403438,71,Plastic,2025-04-16,Medium
KUK_002,Kukatpally,17.50298,78.403438,34,Plastic,2024-10-04,Low
KUK_002,Kukatpally,17.50298,78.403438,67,Plastic,2025-09-04,Medium
KUK_002,Kukatpally,17.50298,78.403438,86,E-Waste,2026-06-14,High
KUK_002,Kukatpally,17.50298,78.403438,58,E-Waste,2026-03-08,Low
KUK_002,Kukatpally,17.50298,78.403438,81,Mixed,2024-12-06,High
KUK_002,Kukatpally,17.50298,78.403438,91,Mixed,2024-03-09,High
KUK_002,Kukatpally,17.50298,78.403438,63,Plastic,2025-10-27,Medium
KUK_002,Kukatpally,17.50298,78.403438,83,E-Waste,2025-05-09,High
KUK_002,Kukatpally,17.50298,78.403438,61,E-Waste,2024-06-08,Medium
KUK_002,Kukatpally,17.50298,78.403438,45,E-Waste,2026-04-06,Low
KUK_002,Kukatpally,17.50298,78.403438,11,Organic,2024-11-16,Low
KUK_002,Kukatpally,17.50298,78.403438,36,Organic,2026-02-21,Low
KUK_002,Kukatpally,17.50298,78.403438,43,E-Waste,2024-09-18,Low
KUK_002,Kukatpally,17.50298,78.403438,16,E-Waste,2024-11-08,Low
KUK_002,Kukatpally,17.50298,78.403438,68,Plastic,2026-11-09,Medium
KUK_002,Kukatpally,17.50298,78.403438,47,Mixed,2024-07-10,Low
KUK_002,Kukatpally,17.50298,78.403438,91,Mixed,2025-12-04,High
KUK_002,Kukatpally,17.50298,78.403438,30,Organic,2025-10-10,Low
KUK_002,Kukatpally,17.50298,78.403438,99,Organic,2026-12-11,High
KUK_002,Kukatpally,17.50298,78.403438,18,Organic,2024-01-01,Low
KUK_002,Kukatpally,17.50298,78.403438,67,E-Waste,2025-10-18,Medium
KUK_002,Kukatpally,17.50298,78.403438,12,Plastic,2024-10-15,Low
KUK_002,Kukatpally,17.50298,78.403438,21,Mixed,2024-08-24,Low
KUK_002,Kukatpally,17.50298,78.403438,73,Plastic,2026-05-24,Medium
KUK_002,Kukatpally,17.50298,78.403438,92,E-Waste,2026-03-13,High
KUK_002,Kukatpally,17.50298,78.403438,69,Organic,2025-03-25,Medium
KUK_002,Kukatpally,17.50298,78.403438,97,E-Waste,2026-06-24,High
KUK_002,Kukatpally,17.50298,78.403438,44,E-Waste,2026-04-20,Low
KUK_002,Kukatpally,17.50298,78.403438,19,E-Waste,2026-08-07,Low
KUK_002,Kukatpally,17.50298,78.403438,95,Organic,2024-04-21,High
KUK_002,Kukatpally,17.50298,78.403438,45,Plastic,2026-04-15,Low
KUK_002,Kukatpally,17.50298,78.403438,17,Mixed,2026-11-17,Low
KUK_002,Kukatpally,17.50298,78.403438,48,Organic,2026-02-17,Low
KUK_002,Kukatpally,17.50298,78.403438,82,E-Waste,2025-10-01,High
KUK_002,Kukatpally,17.50298,78.403438,73,Mixed,2026-11-22,Medium
KUK_002,Kukatpally,17.50298,78.403438,47,Organic,2024-02-16,Low
KUK_002,Kukatpally,17.50298,78.403438,53,Mixed,2026-12-21,Low
KUK_002,Kukatpally,17.50298,78.403438,74,Plastic,2024-11-30,Medium
KUK_002,Kukatpally,17.50298,78.403438,100,Mixed,2025-08-23,High
KUK_002,Kukatpally,17.50298,78.403438,39,Plastic,2026-08-18,Low
KUK_003,Kukatpally,17.493701,78.401273,94,E-Waste,2024-06-03,High
KUK_003,Kukatpally,17.493701,78.401273,83,E-Waste,2025-08-26,High
KUK_003,Kukatpally,17.493701,78.401273,36,Plastic,2024-03-09,Low
KUK_003,Kukatpally,17.493701,78.401273,80,E-Waste,2024-08-23,High
KUK_003,Kukatpally,17.493701,78.401273,33,Organic,2025-09-26,Low
KUK_003,Kukatpally,17.493701,78.401273,70,E-Waste,2025-08-29,Medium
KUK_003,Kukatpally,17.493701,78.401273,70,Plastic,2025-04-17,Medium
KUK_003,Kukatpally,17.493701,78.401273,38,E-Waste,2025-11-27,Low
KUK_003,Kukatpally,17.493701,78.401273,89,E-Waste,2025-03-10,High
KUK_003,Kukatpally,17.493701,78.401273,87,Mixed,2025-12-01,High
KUK_003,Kukatpally,17.493701,78.401273,13,E-Waste,2024-01-11,Low
KUK_003,Kukatpally,17.493701,78.401273,65,Plastic,2026-05-21,Medium
KUK_003,Kukatpally,17.493701,78.401273,16,Organic,2024-03-11,Low
KUK_003,Kukatpally,17.493701,78.401273,15,Organic,2026-03-12,Low
KUK_003,Kukatpally,17.493701,78.401273,25,Organic,2026-02-02,Low
KUK_003,Kukatpally,17.493701,78.401273,98,E-Waste,2026-08-27,High
KUK_003,Kukatpally,17.493701,78.401273,74,Organic,2025-08-26,Medium
KUK_003,Kukatpally,17.493701,78.401273,41,E-Waste,2026-12-30,Low
KUK_003,Kukatpally,17.493701,78.401273,88,Mixed,2024-03-13,High
KUK_003,Kukatpally,17.493701,78.401273,78,Plastic,2025-03-09,Medium
KUK_003,Kukatpally,17.493701,78.401273,86,Organic,2024-01-02,High
KUK_003,Kukatpally,17.493701,78.401273,66,E-Waste,2025-10-19,Medium
KUK_003,Kukatpally,17.493701,78.401273,91,Plastic,2024-10-29,High
KUK_003,Kukatpally,17.493701,78.401273,48,Mixed,2026-07-24,Low
KUK_003,Kukatpally,17.493701,78.401273,74,Plastic,2024-04-26,Medium
KUK_003,Kukatpally,17.493701,78.401273,29,Organic,2026-07-03,Low
KUK_003,Kukatpally,17.493701,78.401273,88,Plastic,2024-01-10,High
KUK_003,Kukatpally,17.493701,78.401273,59,Mixed,2026-06-21,Low
KUK_003,Kukatpally,17.493701,78.401273,12,Plastic,2026-08-26,Low
KUK_003,Kukatpally,17.493701,78.401273,89,Mixed,2026-11-04,High
KUK_003,Kukatpally,17.493701,78.401273,57,Organic,2024-01-16,Low
KUK_003,Kukatpally,17.493701,78.401273,48,E-Waste,2026-03-15,Low
KUK_003,Kukatpally,17.493701,78.401273,10,Plastic,2024-12-29,Low
KUK_003,Kukatpally,17.493701,78.401273,65,E-Waste,2026-08-04,Medium
KUK_003,Kukatpally,17.493701,78.401273,38,Mixed,2026-08-24,Low
KUK_003,Kukatpally,17.493701,78.401273,34,Mixed,2025-09-17,Low
KUK_003,Kukatpally,17.493701,78.401273,12,Organic,2025-04-08,Low
KUK_003,Kukatpally,17.493701,78.401273,62,E-Waste,2024-08-14,Medium
KUK_003,Kukatpally,17.493701,78.401273,43,E-Waste,2024-04-08,Low
KUK_003,Kukatpally,17.493701,78.401273,41,Organic,2025-06-20,Low
KUK_003,Kukatpally,17.493701,78.401273,40,Organic,2025-10-14,Low
KUK_003,Kukatpally,17.493701,78.401273,23,Plastic,2026-08-26,Low
KUK_003,Kukatpally,17.493701,78.401273,10,Organic,2024-10-31,Low
KUK_003,Kukatpally,17.493701,78.401273,99,Plastic,2024-12-17,High
KUK_003,Kukatpally,17.493701,78.401273,27,Plastic,2024-11-12,Low
KUK_003,Kukatpally,17.493701,78.401273,32,E-Waste,2024-06-14,Low
KUK_003,Kukatpally,17.493701,78.401273,54,Plastic,2024-01-15,Low
KUK_003,Kukatpally,17.493701,78.401273,24,Mixed,2025-12-08,Low
KUK_003,Kukatpally,17.493701,78.401273,22,Organic,2026-08-13,Low
KUK_003,Kukatpally,17.493701,78.401273,67,E-Waste,2025-05-21,Medium
KUK_003,Kukatpally,17.493701,78.401273,48,Plastic,2024-05-07,Low
KUK_003,Kukatpally,17.493701,78.401273,41,Organic,2026-07-26,Low
KUK_003,Kukatpally,17.493701,78.401273,34,Plastic,2026-07-02,Low
KUK_003,Kukatpally,17.493701,78.401273,92,E-Waste,2025-10-14,High
KUK_003,Kukatpally,17.493701,78.401273,68,E-Waste,2024-03-09,Medium
KUK_003,Kukatpally,17.493701,78.401273,66,Plastic,2026-04-16,Medium
KUK_003,Kukatpally,17.493701,78.401273,79,E-Waste,2024-01-15,Medium
KUK_003,Kukatpally,17.493701,78.401273,55,Organic,2025-06-06,Low
KUK_003,Kukatpally,17.493701,78.401273,85,E-Waste,2024-04-05,High
KUK_003,Kukatpally,17.493701,78.401273,12,Plastic,2026-11-15,Low
KUK_003,Kukatpally,17.493701,78.401273,65,Mixed,2025-12-21,Medium
KUK_003,Kukatpally,17.493701,78.401273,92,Mixed,2025-03-26,High
KUK_003,Kukatpally,17.493701,78.401273,18,E-Waste,2025-05-23,Low
KUK_003,Kukatpally,17.493701,78.401273,50,Plastic,2025-10-16,Low
KUK_003,Kukatpally,17.493701,78.401273,92,Plastic,2026-08-11,High
KUK_003,Kukatpally,17.493701,78.401273,76,E-Waste,2026-12-02,Medium
KUK_003,Kukatpally,17.493701,78.401273,54,Plastic,2024-02-15,Low
KUK_003,Kukatpally,17.493701,78.401273,82,Plastic,2026-05-30,High
KUK_003,Kukatpally,17.493701,78.401273,72,E-Waste,2026-12-07,Medium
KUK_003,Kukatpally,17.493701,78.401273,36,Organic,2024-08-16,Low
KUK_003,Kukatpally,17.493701,78.401273,20,Mixed,2024-12-30,Low
KUK_003,Kukatpally,17.493701,78.401273,11,E-Waste,2025-07-12,Low
KUK_003,Kukatpally,17.493701,78.401273,30,Plastic,2024-11-15,Low
KUK_003,Kukatpally,17.493701,78.401273,33,Plastic,2025-07-17,Low
KUK_003,Kukatpally,17.493701,78.401273,90,Plastic,2026-09-02,High
KUK_003,Kukatpally,17.493701,78.401273,51,Mixed,2026-12-13,Low
KUK_003,Kukatpally,17.493701,78.401273,82,Plastic,2024-01-08,High
KUK_003,Kukatpally,17.493701,78.401273,96,Organic,2024-05-26,High
KUK_003,Kukatpally,17.493701,78.401273,95,Mixed,2026-01-30,High
KUK_003,Kukatpally,17.493701,78.401273,32,Mixed,2025-06-20,Low
KUK_003,Kukatpally,17.493701,78.401273,59,Organic,2025-12-12,Low
KUK_003,Kukatpally,17.493701,78.401273,26,E-Waste,2026-08-28,Low
KUK_003,Kukatpally,17.493701,78.401273,29,Plastic,2024-01-27,Low
KUK_003,Kukatpally,17.493701,78.401273,94,Plastic,2024-06-04,High
KUK_003,Kukatpally,17.493701,78.401273,18,E-Waste,2025-01-02,Low
KUK_003,Kukatpally,17.493701,78.401273,78,Organic,2026-06-29,Medium
KUK_003,Kukatpally,17.493701,78.401273,27,Organic,2026-09-17,Low
KUK_003,Kukatpally,17.493701,78.401273,79,Mixed,2025-12-28,Medium
KUK_003,Kukatpally,17.493701,78.401273,94,Organic,2024-10-29,High
KUK_003,Kukatpally,17.493701,78.401273,86,Organic,2025-09-19,High
KUK_003,Kukatpally,17.493701,78.401273,57,Organic,2024-03-18,Low
KUK_003,Kukatpally,17.493701,78.401273,49,Mixed,2025-09-30,Low
KUK_003,Kukatpally,17.493701,78.401273,55,E-Waste,2025-11-26,Low
KUK_003,Kukatpally,17.493701,78.401273,60,E-Waste,2024-11-16,Medium
KUK_003,Kukatpally,17.493701,78.401273,35,Mixed,2026-03-09,Low
KUK_003,Kukatpally,17.493701,78.401273,53,Organic,2026-02-06,Low
KUK_003,Kukatpally,17.493701,78.401273,99,Organic,2025-04-04,High
KUK_003,Kukatpally,17.493701,78.401273,24,E-Waste,2026-09-15,Low
KUK_003,Kukatpally,17.493701,78.401273,23,Organic,2024-05-12,Low
KUK_003,Kukatpally,17.493701,78.401273,96,E-Waste,2024-08-09,High
KUK_004,Kukatpally,17.50363,78.394427,74,Mixed,2024-05-26,Medium
KUK_004,Kukatpally,17.50363,78.394427,64,Mixed,2024-01-05,Medium
KUK_004,Kukatpally,17.50363,78.394427,65,Plastic,2025-07-11,Medium
KUK_004,Kukatpally,17.50363,78.394427,31,Mixed,2025-12-24,Low
KUK_004,Kukatpally,17.50363,78.394427,93,Mixed,2026-05-27,High
KUK_004,Kukatpally,17.50363,78.394427,90,E-Waste,2026-04-25,High
KUK_004,Kukatpally,17.50363,78.394427,62,Plastic,2024-06-09,Medium
KUK_004,Kukatpally,17.50363,78.394427,26,Mixed,2024-10-15,Low
KUK_004,Kukatpally,17.50363,78.394427,79,Mixed,2024-01-13,Medium
KUK_004,Kukatpally,17.50363,78.394427,86,Mixed,2026-06-11,High
KUK_004,Kukatpally,17.50363,78.394427,44,Organic,2026-03-20,Low
KUK_004,Kukatpally,17.50363,78.394427,87,Plastic,2026-11-29,High
KUK_004,Kukatpally,17.50363,78.394427,87,Organic,2025-07-25,High
KUK_004,Kukatpally,17.50363,78.394427,96,Plastic,2026-11-12,High
KUK_004,Kukatpally,17.50363,78.394427,30,E-Waste,2025-01-02,Low
KUK_004,Kukatpally,17.50363,78.394427,20,Organic,2026-05-27,Low
KUK_004,Kukatpally,17.50363,78.394427,24,E-Waste,2025-10-26,Low
KUK_004,Kukatpally,17.50363,78.394427,12,Organic,2024-05-13,Low
KUK_004,Kukatpally,17.50363,78.394427,22,Organic,2024-04-12,Low
KUK_004,Kukatpally,17.50363,78.394427,77,Mixed,2026-07-14,Medium
KUK_004,Kukatpally,17.50363,78.394427,46,Plastic,2026-08-07,Low
KUK_004,Kukatpally,17.50363,78.394427,47,Plastic,2026-01-01,Low
KUK_004,Kukatpally,17.50363,78.394427,29,Plastic,2026-02-14,Low
KUK_004,Kukatpally,17.50363,78.394427,76,Plastic,2025-12-04,Medium
KUK_004,Kukatpally,17.50363,78.394427,57,Organic,2025-01-07,Low
KUK_004,Kukatpally,17.50363,78.394427,60,E-Waste,2024-06-20,Medium
KUK_004,Kukatpally,17.50363,78.394427,34,Organic,2025-01-21,Low
KUK_004,Kukatpally,17.50363,78.394427,65,Mixed,2025-03-15,Medium
KUK_004,Kukatpally,17.50363,78.394427,17,Plastic,2024-01-18,Low
KUK_004,Kukatpally,17.50363,78.394427,26,E-Waste,2025-06-23,Low
KUK_004,Kukatpally,17.50363,78.394427,16,Plastic,2024-09-12,Low
KUK_004,Kukatpally,17.50363,78.394427,38,Plastic,2024-07-13,Low
KUK_004,Kukatpally,17.50363,78.394427,16,Organic,2025-04-01,Low
KUK_004,Kukatpally,17.50363,78.394427,54,Plastic,2024-04-21,Low
KUK_004,Kukatpally,17.50363,78.394427,41,Plastic,2026-04-14,Low
KUK_004,Kukatpally,17.50363,78.394427,44,Organic,2026-08-31,Low
KUK_004,Kukatpally,17.50363,78.394427,100,E-Waste,2024-12-17,High
KUK_004,Kukatpally,17.50363,78.394427,78,E-Waste,2025-05-12,Medium
KUK_004,Kukatpally,17.50363,78.394427,65,E-Waste,2024-02-17,Medium
KUK_004,Kukatpally,17.50363,78.394427,92,Organic,2024-06-01,High
KUK_004,Kukatpally,17.50363,78.394427,68,Plastic,2025-01-22,Medium
KUK_004,Kukatpally,17.50363,78.394427,80,E-Waste,2024-11-19,High
KUK_004,Kukatpally,17.50363,78.394427,39,Plastic,2026-10-06,Low
KUK_004,Kukatpally,17.50363,78.394427,23,E-Waste,2024-01-24,Low
KUK_004,Kukatpally,17.50363,78.394427,73,Mixed,2024-07-22,Medium
KUK_004,Kukatpally,17.50363,78.394427,74,E-Waste,2026-04-20,Medium
KUK_004,Kukatpally,17.50363,78.394427,40,E-Waste,2024-02-11,Low
KUK_004,Kukatpally,17.50363,78.394427,66,Mixed,2024-10-22,Medium
